model,method,action_list_len,image_size,MAE,match_ratio
claude,no,5.0,1489920.0,52.85836527122642,0.0
claude,no,52.0,2718720.0,65.47242484526967,0.15385
claude,no,55.0,2807040.0,45.25829785239931,0.0
claude,no,68.0,2999040.0,50.02030436197917,0.0
claude,no,4.0,1820160.0,31.451564956761008,0.0
claude,no,119.0,4239360.0,74.7065469920412,0.0
claude,no,2.0,2263680.0,8.601753288645519,0.0
claude,no,127.0,4757760.0,76.9100806239478,0.0
claude,no,127.0,2507520.0,39.982775457974135,0.00787
claude,no,22.0,5781120.0,80.12607641551637,0.0
claude,no,4.0,483840.0,102.09833677279876,0.0
claude,no,32.0,1002240.0,66.16335249606918,0.0
claude,no,3.0,1198080.0,51.769929245283016,0.0
claude,no,2.0,1910400.0,27.349929452341136,0.0
claude,no,11.0,314880.0,108.27510564072328,0.0
claude,no,4.0,867840.0,73.77513757861635,0.0
claude,no,146.0,12984960.0,116.2163078930202,0.0
claude,no,2.0,2538240.0,40.6484023585464,0.0
claude,no,7.0,1228800.0,86.5719929245283,0.0
claude,no,129.0,11894400.0,103.62944191719409,0.0
claude,no,27.0,2605440.0,90.95599066539704,0.0
claude,no,48.0,2559360.0,41.46238629694836,0.02083
claude,no,1.0,2309760.0,26.84642537434896,0.0
claude,no,4.0,445440.0,96.21271128144654,0.0
claude,no,4.0,2824320.0,52.62012050914116,0.0
claude,no,37.0,2699520.0,47.67313008299911,0.02703
claude,no,103.0,5207040.0,67.28381460059853,0.0
claude,no,139.0,7651200.0,81.04501773980557,0.0
claude,no,1.0,6309120.0,78.2717478400223,0.0
claude,no,1.0,2309760.0,28.32655639648437,0.0
claude,no,5.0,633600.0,85.96348024764151,0.0
claude,no,3.0,537600.0,91.59041863207548,0.0
claude,no,4.0,1082880.0,61.95630159198113,0.0
claude,no,35.0,10786560.0,63.23485766882184,0.0
claude,no,1.0,825600.0,73.5099204009434,0.0
claude,no,50.0,10742400.0,105.30209077380952,0.0
claude,no,5.0,552960.0,41.93871855345912,0.0
claude,no,149.0,3709440.0,65.32030993684383,0.0
claude,no,14.0,2213760.0,42.11052439603692,0.0
claude,no,9.0,1910400.0,32.30869447720126,0.0
claude,no,5.0,752640.0,91.72927230738992,0.0
claude,no,193.0,6568320.0,86.8302187681475,0.0
claude,no,4.0,1628160.0,91.31736684355346,0.0
claude,no,44.0,1847040.0,18.60854952830189,0.0
claude,no,5.0,1612800.0,32.0482041077044,0.0
claude,no,26.0,1440000.0,44.02725039308176,0.0
claude,no,1.0,3300480.0,47.56369689319505,0.0
claude,no,4.0,983040.0,71.50106132075472,0.0
claude,no,117.0,10588800.0,121.11537701896069,0.0
claude,no,1.0,2163840.0,93.58366412149408,0.0
claude,no,24.0,3826560.0,67.17349481124523,0.0
claude,no,58.0,7207680.0,97.04567209763242,0.0
claude,no,3.0,2263680.0,40.17883119360403,0.0
claude,no,6.0,1910400.0,20.83900845125786,0.0
claude,no,18.0,2553600.0,43.36488126765537,0.0
claude,no,5.0,1910400.0,13.123557881289308,0.0
claude,no,23.0,4755840.0,77.26905776515152,0.0
claude,no,4.0,464640.0,94.46088590801888,0.0
claude,no,6.0,2350080.0,127.35223950345092,0.0
claude,no,2.0,3025920.0,71.16962890625,0.0
claude,no,8.0,2204160.0,80.51503140318627,0.0
claude,no,6.0,990720.0,100.24263954402517,0.0
claude,no,27.0,2678400.0,77.40228249607975,0.0
claude,no,5.0,1075200.0,59.214659492924525,0.0
claude,no,1.0,1175040.0,61.57599498820755,0.0
claude,no,5.0,1910400.0,14.978353478773585,0.0
claude,no,4.0,2273280.0,31.98758267195767,0.0
claude,no,1.0,1910400.0,182.5631289308176,0.0
claude,no,1.0,1104000.0,57.76947228773585,0.0
claude,no,6.0,898560.0,82.9500442216981,0.0
claude,no,26.0,4763520.0,99.3203371606692,0.19231
claude,no,5.0,706560.0,82.36676985062893,0.0
claude,no,6.0,883200.0,72.67701454402516,0.0
claude,no,6.0,2686080.0,46.79862042001787,0.0
claude,no,38.0,11275614.0,105.9336798072318,0.0
claude,no,4.0,483840.0,87.53231869103773,0.0
claude,no,7.0,1036800.0,75.39587509827044,0.0
claude,no,68.0,3528960.0,92.4166480654762,0.0
claude,no,2.0,574080.0,63.85319624606918,0.0
claude,no,4.0,1910400.0,16.04578911163522,0.0
claude,no,1.0,1409280.0,38.78638708726415,0.0
claude,no,4.0,1910400.0,29.163770145440253,0.0
claude,no,3.0,1228800.0,70.40088197720125,0.0
claude,no,9.0,1175040.0,125.20510269261008,0.0
claude,no,4.0,1098240.0,59.824017295597486,0.0
claude,no,5.0,1570560.0,47.62250638757862,0.0
claude,no,4.0,1607040.0,44.4763871352413,0.0
claude,no,11.0,1910400.0,9.001958038522012,0.0
claude,no,3.0,1420800.0,64.01590261399372,0.0
claude,no,5.0,1019520.0,62.959465900157234,0.0
claude,no,44.0,15083520.0,114.5528401826484,0.0
claude,no,49.0,3761280.0,67.38089835953093,0.0
claude,no,3.0,683520.0,79.15699931210692,0.0
claude,no,169.0,9012480.0,68.12034925737639,0.0
claude,no,6.0,1075200.0,77.41678459119497,0.0
claude,no,2.0,1968000.0,54.42007688492063,0.0
claude,no,5.0,6374400.0,78.68755498662725,0.0
claude,no,5.0,2469120.0,104.25977514315302,0.0
claude,no,4.0,387840.0,99.10287686713836,0.0
claude,no,1.0,1098240.0,52.59563924921384,0.0
claude,no,20.0,1115520.0,62.94073801100629,0.05
claude,no,6.0,399360.0,115.69834776182432,0.0
claude,no,4.0,1910400.0,14.579024174528302,0.0
claude,no,94.0,9216000.0,98.91327742034314,0.0
claude,no,7.0,1198080.0,54.13989288522013,0.0
claude,no,38.0,4748160.0,84.0843228979249,0.0
claude,no,4.0,460800.0,98.76610161163522,0.0
claude,no,5.0,1405440.0,65.61135269261007,0.0
claude,no,5.0,645120.0,83.71076798349057,0.0
claude,no,34.0,4391040.0,87.1029556381119,0.11765
claude,no,6.0,3131520.0,24.74409421673456,0.0
claude,no,3.0,1136640.0,56.01209954795598,0.0
claude,no,3.0,1075200.0,74.12850088443396,0.0
claude,no,27.0,3515520.0,64.95651095030738,0.11111
claude,no,13.0,2784000.0,108.12325264464594,0.0
claude,no,25.0,1760640.0,35.78090113993711,0.0
claude,no,46.0,10801920.0,115.62065972222224,0.0
claude,no,4.0,1543680.0,51.82782036163522,0.0
claude,no,24.0,5093760.0,112.31494756475226,0.04167
claude,no,1.0,1910400.0,2.4736880896226414,0.0
claude,no,3.0,1910400.0,14.47276189072327,0.0
claude,no,46.0,4208640.0,75.11438714890252,0.0
claude,no,7.0,2138880.0,32.929593899760384,0.0
claude,no,255.0,3822720.0,64.91496048850574,0.0
claude,no,57.0,12019200.0,121.01831210191082,0.0
claude,no,1.0,1927680.0,9.809469120630462,0.0
claude,no,5.0,1689600.0,57.05160917845912,0.0
claude,no,29.0,3884160.0,64.80289843376978,0.0
claude,no,37.0,2250240.0,82.99025315504808,0.0
claude,no,2.0,2705280.0,91.46311458333334,0.0
claude,no,6.0,1827840.0,30.429493415880504,0.0
claude,no,3.0,737280.0,81.37966293238993,0.0
claude,no,69.0,6952320.0,100.07246261915743,0.02899
claude,no,39.0,1089600.0,74.605443640955,0.0
claude,no,4.0,629760.0,90.27090703616352,0.0
claude,no,13.0,3008640.0,55.44515949740208,0.0
claude,no,17.0,5360640.0,85.37487977923769,0.0
claude,no,4.0,864000.0,93.13311222484276,0.0
claude,no,139.0,7929600.0,91.0408159357493,0.0
claude,no,69.0,7916160.0,78.96654247636555,0.0
claude,no,89.0,5441280.0,80.94186912933526,0.0
claude,no,152.0,4368000.0,76.30106758777006,0.0
claude,no,41.0,8115840.0,102.9681326329023,0.0
claude,no,1.0,1557120.0,42.98001179245283,0.0
claude,no,29.0,2964480.0,53.26901643603001,0.0
claude,no,8.0,1589760.0,33.73615369496855,0.0
claude,no,4.0,844800.0,79.75783461084906,0.0
claude,no,5.0,1981440.0,51.118951231060606,0.0
claude,no,1.0,1263360.0,49.599491450471696,0.0
claude,no,125.0,5145600.0,93.47934632570583,0.0
claude,no,5.0,1221120.0,58.02695066823899,0.0
claude,no,1.0,1013760.0,63.9157822327044,0.0
claude,no,65.0,3709440.0,76.65899001394357,0.0
claude,no,344.0,7718400.0,74.90549174981018,0.0
claude,no,8.0,637440.0,84.28406053459119,0.0
claude,no,22.0,2795520.0,45.83284337414089,0.0
claude,no,33.0,14893440.0,106.55752803404468,0.0
claude,no,5.0,929280.0,69.02931652908805,0.0
claude,no,2.0,4992000.0,58.49686018794092,0.0
claude,no,3.0,552960.0,101.82458972091194,0.0
claude,no,15.0,8580480.0,95.36431578196348,0.0
claude,no,3.0,2494080.0,168.61133546068075,0.0
claude,no,75.0,9191040.0,104.91430703760165,0.0
claude,no,6.0,1910400.0,7.000319378930818,0.0
claude,no,4.0,664320.0,88.69741057389938,0.0
claude,no,70.0,3964800.0,135.19348110337884,0.08571
claude,no,117.0,4396800.0,79.3155366768648,0.0
claude,no,47.0,6539520.0,72.56001112196181,0.0
claude,no,8.0,374400.0,106.7849154874214,0.0
claude,no,4.0,1910400.0,11.211207743710691,0.0
claude,no,96.0,2261760.0,71.56137830082272,0.01042
claude,no,147.0,5882880.0,85.25465901692708,0.0
claude,no,4.0,744960.0,82.1214475235849,0.0
claude,no,94.0,9204480.0,95.05579268292684,0.0
claude,no,9.0,1455360.0,57.69426100628931,0.22222
claude,no,1.0,1772160.0,77.22165389150943,0.0
claude,no,96.0,5546880.0,88.19079924938725,0.0
claude,no,6.0,1910400.0,10.525596992924529,0.0
claude,no,62.0,10752000.0,102.38909598214286,0.0
claude,no,39.0,3409920.0,65.32436877862932,0.0
claude,no,1.0,1236480.0,64.65120626965408,0.0
gemini,no,16.0,7200000.0,54.13752882474554,0.0
gemini,no,4.0,737280.0,75.84268622248428,0.0
gemini,no,11.0,1910400.0,13.86577731918239,0.0
gemini,no,7.0,1524480.0,51.48163079795597,0.0
gemini,no,5.0,675840.0,101.303520538522,0.0
gemini,no,49.0,10039680.0,96.31335645053476,0.0
gemini,no,8.0,1507200.0,80.89266165487422,0.0
gemini,no,4.0,1259520.0,44.01702044025157,0.0
gemini,no,7.0,2384640.0,69.92226051107754,0.0
gemini,no,11.0,1910400.0,24.29344536163522,0.0
gemini,no,3.0,3767040.0,90.9724470330173,0.0
gemini,no,92.0,11057280.0,88.17775603392042,0.0
gemini,no,140.0,12174720.0,41.91190370978264,0.0
gemini,no,78.0,6512640.0,92.30035773500576,0.0
gemini,no,4.0,622080.0,84.22677623820755,0.0
gemini,no,5.0,675840.0,53.195447621855344,0.0
gemini,no,20.0,1910400.0,80.59968062106918,0.0
gemini,no,165.0,10494720.0,100.74513405270274,0.0
gemini,no,91.0,10275840.0,143.5148423269581,0.0
gemini,no,4.0,768000.0,76.78540438286163,0.0
gemini,no,1.0,1973760.0,25.97338807785888,0.0
gemini,no,35.0,3158400.0,95.4034986800799,0.0
gemini,no,53.0,4344960.0,46.43319172427035,0.0
gemini,no,12.0,9594240.0,103.92105787627553,0.25
gemini,no,3.0,760320.0,76.64770784198113,0.0
gemini,no,5.0,3125760.0,178.83975674443164,0.0
gemini,no,30.0,7344000.0,95.23622426232166,0.0
gemini,no,54.0,7184640.0,113.71378527359914,0.0
gemini,no,96.0,9285120.0,95.1771186114532,0.0
gemini,no,4.0,2440320.0,25.41195142998028,0.0
gemini,no,2.0,3162240.0,94.6543858556378,0.0
gemini,no,78.0,5516160.0,167.94318664965985,0.0
gemini,no,4.0,622080.0,84.08754913522013,0.0
gemini,no,21.0,1378560.0,59.469192216981135,0.0952399999999999
gemini,no,67.0,5387520.0,86.4670777529762,0.0
gemini,no,5.0,1489920.0,54.853373132861634,0.0
gemini,no,52.0,2718720.0,41.41202475685234,0.15385
gemini,no,55.0,2807040.0,30.03120648564696,0.0
gemini,no,68.0,2999040.0,17.674451431707773,0.0
gemini,no,4.0,1820160.0,30.22341784591195,0.0
gemini,no,119.0,4239360.0,43.073752048220975,0.0
gemini,no,2.0,2263680.0,23.342066414543524,0.0
gemini,no,127.0,4757760.0,68.15912378998317,0.0
gemini,no,127.0,2507520.0,90.54317821557972,0.00787
gemini,no,22.0,5781120.0,79.41100300357873,0.0
gemini,no,4.0,483840.0,100.84081171383647,0.0
gemini,no,32.0,1002240.0,76.91072621855346,0.0
gemini,no,3.0,1198080.0,51.73733294025157,0.0
gemini,no,2.0,1910400.0,22.45113993710692,0.0
gemini,no,11.0,314880.0,108.12032724056604,0.0
gemini,no,4.0,867840.0,71.63574832940252,0.0
gemini,no,146.0,12984960.0,159.25738578851474,0.0
gemini,no,2.0,2538240.0,38.77255526455966,0.0
gemini,no,7.0,1228800.0,55.8028916077044,0.0
gemini,no,129.0,11894400.0,89.67407535601266,0.0
gemini,no,27.0,2605440.0,96.29990658183289,0.03704
gemini,no,48.0,2559360.0,35.73784494982548,0.02083
gemini,no,1.0,2309760.0,37.98995971679688,0.0
gemini,no,4.0,445440.0,93.0270685927673,0.0
gemini,no,4.0,2824320.0,72.09718623777636,0.0
gemini,no,37.0,2699520.0,86.22882199754902,0.0
gemini,no,103.0,5207040.0,80.36372007366482,0.0
gemini,no,139.0,7651200.0,70.64258136710525,0.0
gemini,no,1.0,6309120.0,96.3301608660814,0.0
gemini,no,1.0,2309760.0,25.949835205078124,0.0
gemini,no,5.0,633600.0,86.14033018867924,0.0
gemini,no,3.0,537600.0,88.61276041666666,0.0
gemini,no,4.0,1082880.0,55.38826896619497,0.0
gemini,no,35.0,10786560.0,60.97694414511494,0.0
gemini,no,1.0,825600.0,75.37053852201258,0.0
gemini,no,50.0,10742400.0,94.29376116071428,0.0
gemini,no,5.0,552960.0,31.80897946147799,0.0
gemini,no,149.0,3709440.0,67.60167912360565,0.0
gemini,no,14.0,2213760.0,50.366161102062975,0.0
gemini,no,9.0,1910400.0,53.73002898977988,0.0
gemini,no,5.0,752640.0,87.69661949685535,0.0
gemini,no,193.0,6568320.0,84.30699676974449,0.0
gemini,no,4.0,1628160.0,64.36591981132075,0.0
gemini,no,44.0,1847040.0,20.51840359669811,0.0
gemini,no,5.0,1612800.0,31.34176739386793,0.0
gemini,no,26.0,1440000.0,49.31377260220125,0.0
gemini,no,1.0,3300480.0,47.51138185725983,0.0
gemini,no,4.0,983040.0,65.47389691430817,0.0
gemini,no,117.0,10588800.0,121.86499663506554,0.0
gemini,no,1.0,2163840.0,15.284654947916666,0.0
gemini,no,24.0,3826560.0,11.016400513913643,0.0
gemini,no,58.0,7207680.0,98.11418024408104,0.0
gemini,no,3.0,2263680.0,40.94372636345541,0.0
gemini,no,6.0,1910400.0,14.63267983490566,0.0
gemini,no,18.0,2553600.0,45.46799741972477,0.0
gemini,no,5.0,1910400.0,3.678417354559748,0.0
gemini,no,23.0,4755840.0,99.73453118423822,0.0
gemini,no,4.0,464640.0,90.54488502358492,0.0
gemini,no,6.0,2350080.0,130.54240557898774,0.0
gemini,no,2.0,3025920.0,115.0876224578373,0.0
gemini,no,8.0,2204160.0,79.57497404343682,0.0
gemini,no,6.0,990720.0,93.62451847484276,0.0
gemini,no,27.0,2678400.0,74.79906439012096,0.0
gemini,no,5.0,1075200.0,55.58585642688679,0.0
gemini,no,1.0,1175040.0,62.040880503144656,0.0
gemini,no,5.0,1910400.0,28.558814858490567,0.0
gemini,no,4.0,2273280.0,38.72788318452381,0.0
gemini,no,1.0,1910400.0,195.4317069575472,0.0
gemini,no,1.0,1104000.0,53.135608294025154,0.0
gemini,no,6.0,898560.0,71.5216440644654,0.0
gemini,no,26.0,4763520.0,83.79412780145202,0.19231
gemini,no,5.0,706560.0,79.40309306210692,0.0
gemini,no,6.0,883200.0,71.08889298349057,0.0
gemini,no,6.0,2686080.0,44.50818427446381,0.0
gemini,no,38.0,11275614.0,42.39788748204023,0.0
gemini,no,4.0,483840.0,92.5431628341195,0.0
gemini,no,7.0,1036800.0,97.67848614386791,0.0
gemini,no,68.0,3528960.0,97.82243170705782,0.0
gemini,no,2.0,574080.0,93.20354756289308,0.0
gemini,no,4.0,1910400.0,15.8178901336478,0.0
gemini,no,1.0,1409280.0,38.73729854559748,0.0
gemini,no,4.0,1910400.0,30.12862863600629,0.0
gemini,no,3.0,1228800.0,68.94793877751572,0.0
gemini,no,9.0,1175040.0,63.26259581367925,0.0
gemini,no,4.0,1098240.0,54.9737126572327,0.0
gemini,no,5.0,1570560.0,53.032505404874215,0.0
gemini,no,4.0,1607040.0,32.019059973569654,0.0
gemini,no,11.0,1910400.0,241.5421064268868,0.0
gemini,no,3.0,1420800.0,70.55938237028302,0.0
gemini,no,5.0,1019520.0,63.04420941430818,0.0
gemini,no,44.0,15083520.0,70.90946901500327,0.0
gemini,no,49.0,3761280.0,47.58918491142715,0.0
gemini,no,3.0,683520.0,77.946875,0.0
gemini,no,169.0,9012480.0,67.72112676933811,0.0
gemini,no,6.0,1075200.0,72.43437745676101,0.0
gemini,no,2.0,1968000.0,55.19981732677045,0.0
gemini,no,5.0,6374400.0,92.09795537725223,0.0
gemini,no,5.0,2469120.0,88.27970234831871,0.0
gemini,no,4.0,387840.0,94.75307832154088,0.0
gemini,no,1.0,1098240.0,53.06655611242138,0.0
gemini,no,20.0,1115520.0,62.55285966981132,0.05
gemini,no,6.0,399360.0,122.15154284591196,0.0
gemini,no,4.0,1910400.0,4.95065595518868,0.0
gemini,no,94.0,9216000.0,100.57311453227123,0.0
gemini,no,7.0,1198080.0,50.89376719732704,0.0
gemini,no,38.0,4748160.0,90.54289263409032,0.0
gemini,no,4.0,460800.0,90.16916764937108,0.0
gemini,no,5.0,1405440.0,77.33117220780085,0.0
gemini,no,5.0,645120.0,85.93365516902516,0.0
gemini,no,34.0,4391040.0,84.64566032925408,0.11765
gemini,no,6.0,3131520.0,54.56183695756528,0.0
gemini,no,3.0,1136640.0,51.074189268867926,0.0
gemini,no,3.0,1075200.0,68.68486635220125,0.0
gemini,no,27.0,3515520.0,68.49981189164959,0.11111
gemini,no,13.0,2784000.0,66.06804228734887,0.0
gemini,no,25.0,1760640.0,47.75224302279874,0.0
gemini,no,46.0,10801920.0,116.23272868773948,0.0
gemini,no,4.0,1543680.0,51.743037539308176,0.0
gemini,no,24.0,5093760.0,113.9895534206081,0.08333
gemini,no,1.0,1910400.0,3.952218455188679,0.0
gemini,no,3.0,1910400.0,17.547818396226415,0.0
gemini,no,46.0,4208640.0,112.46983506944444,0.0
gemini,no,7.0,2138880.0,35.43692269509668,0.0
gemini,no,255.0,3822720.0,30.053301913496377,0.00784
gemini,no,57.0,12019200.0,115.48493066613588,0.0
gemini,no,1.0,1927680.0,5.59765625,0.0
gemini,no,5.0,1689600.0,48.25123329402516,0.0
gemini,no,29.0,3884160.0,64.86201841278807,0.0
gemini,no,37.0,2250240.0,59.3061043502938,0.0
gemini,no,2.0,2705280.0,89.37910763888888,0.0
gemini,no,6.0,1827840.0,27.93884384827044,0.0
gemini,no,3.0,737280.0,78.09809846698113,0.0
gemini,no,69.0,6952320.0,99.94112036823492,0.02899
gemini,no,39.0,1089600.0,76.12280833907255,0.0
gemini,no,4.0,629760.0,81.25655218160378,0.0
gemini,no,13.0,3008640.0,32.50777871953616,0.0
gemini,no,17.0,5360640.0,83.81781375769413,0.0
gemini,no,4.0,864000.0,87.08932291666666,0.0
gemini,no,139.0,7929600.0,60.83348925507703,0.0
gemini,no,69.0,7916160.0,90.21805245535714,0.0
gemini,no,89.0,5441280.0,47.18456654925337,0.06742
gemini,no,152.0,4368000.0,58.63433310426312,0.0
gemini,no,41.0,8115840.0,109.08522472162356,0.0
gemini,no,1.0,1557120.0,44.60676100628931,0.0
gemini,no,29.0,2964480.0,63.235940034468776,0.0
gemini,no,8.0,1589760.0,33.78616843553459,0.0
gemini,no,4.0,844800.0,70.43237765330188,0.0
gemini,no,5.0,1981440.0,41.34832386363637,0.0
gemini,no,1.0,1263360.0,49.19079697327044,0.0
gemini,no,125.0,5145600.0,58.75273346762486,0.1119999999999999
gemini,no,5.0,1221120.0,45.39504962657233,0.0
gemini,no,1.0,1013760.0,64.14798545597485,0.0
gemini,no,65.0,3709440.0,68.50649760088582,0.0
gemini,no,344.0,7718400.0,59.85124528140472,0.0
gemini,no,8.0,637440.0,84.45217669025158,0.0
gemini,no,22.0,2795520.0,41.6196876342354,0.0
gemini,no,33.0,14893440.0,90.87049979809277,0.0
gemini,no,5.0,929280.0,63.055146914308175,0.0
gemini,no,2.0,4992000.0,60.05463238536155,0.0
gemini,no,3.0,552960.0,88.069919418239,0.0
gemini,no,15.0,8580480.0,99.9740118436073,0.0
gemini,no,3.0,2494080.0,27.983808631382463,0.0
gemini,no,75.0,9191040.0,98.83632177337398,0.0
gemini,no,6.0,1910400.0,6.354043828616352,0.0
gemini,no,4.0,664320.0,82.35223565251572,0.0
gemini,no,70.0,3964800.0,110.01085981267506,0.08571
gemini,no,117.0,4396800.0,62.38185781044137,0.0
gemini,no,47.0,6539520.0,35.60288040726273,0.0
gemini,no,8.0,374400.0,59.02404677672956,0.0
gemini,no,4.0,1910400.0,0.7425437303459119,0.0
gemini,no,96.0,2261760.0,71.90519050225583,0.01042
gemini,no,147.0,5882880.0,38.822265625,0.0068
gemini,no,4.0,744960.0,78.18117629716981,0.0
gemini,no,94.0,9204480.0,81.01501841971545,0.0
gemini,no,9.0,1455360.0,58.26885072720125,0.22222
gemini,no,1.0,1772160.0,72.46357360455976,0.0
gemini,no,96.0,5546880.0,29.4908977004717,0.0
gemini,no,6.0,1910400.0,25.06827338836478,0.0
gemini,no,62.0,10752000.0,102.64600074404764,0.0
gemini,no,39.0,3409920.0,35.61300792238045,0.0
gemini,no,1.0,1236480.0,53.30201208726415,0.0
